,SPY,algo_volatility,algorithm_period_return,alpha,benchmark_period_return,benchmark_volatility,beta,capital_used,ending_cash,ending_exposure,ending_value,excess_return,gross_leverage,information,long_exposure,long_value,longs_count,max_drawdown,max_leverage,net_leverage,orders,period_close,period_label,period_open,pnl,portfolio,portfolio_value,positions,returns,sharpe,short_exposure,short_value,shorts_count,sortino,starting_cash,starting_exposure,starting_value,trading_days,transactions,treasury_period_return
2009-09-16 20:00:00+00:00,,0.0,0.0,0.0,0.0474331446417,0.16448031839,0.0,0.0,10000.0,0.0,0.0,-0.0348,0.0,-0.412201295754,0.0,0.0,0,0.0,0.0,0.0,[],2009-09-16 20:00:00+00:00,2009-09,2009-09-16 13:31:00+00:00,0.0,,10000.0,[],0.0,,0,0,0,,10000.0,0.0,0.0,11,[],0.0348
2009-09-17 20:00:00+00:00,,0.0,0.0,0.0,0.0458715596329,0.159033037849,0.0,0.0,10000.0,0.0,0.0,-0.0342,0.0,-0.37839213116,0.0,0.0,0,0.0,0.0,0.0,[],2009-09-17 20:00:00+00:00,2009-09,2009-09-17 13:31:00+00:00,0.0,,10000.0,[],0.0,,0,0,0,,10000.0,0.0,0.0,12,[],0.0342
2009-09-18 20:00:00+00:00,,0.0,0.0,0.0,0.0415772008588,0.156181605653,0.0,0.0,10000.0,0.0,0.0,-0.0349,0.0,-0.323558893697,0.0,0.0,0,0.0,0.0,0.0,[],2009-09-18 20:00:00+00:00,2009-09,2009-09-18 13:31:00+00:00,0.0,,10000.0,[],0.0,,0,0,0,,10000.0,0.0,0.0,13,[],0.0349
2009-09-21 20:00:00+00:00,,0.0,0.0,0.0,0.0389420261564,0.151999638985,0.0,0.0,10000.0,0.0,0.0,-0.0349,0.0,-0.289840468067,0.0,0.0,0,0.0,0.0,0.0,[],2009-09-21 20:00:00+00:00,2009-09,2009-09-21 13:31:00+00:00,0.0,,10000.0,[],0.0,,0,0,0,,10000.0,0.0,0.0,14,[],0.0349
2009-09-22 20:00:00+00:00,,0.0,0.0,0.0,0.0449931680655,0.147002723456,0.0,0.0,10000.0,0.0,0.0,-0.0346,0.0,-0.321643670957,0.0,0.0,0,0.0,0.0,0.0,[],2009-09-22 20:00:00+00:00,2009-09,2009-09-22 13:31:00+00:00,0.0,,10000.0,[],0.0,,0,0,0,,10000.0,0.0,0.0,15,[],0.0346
2009-09-23 20:00:00+00:00,,0.0,0.0,0.0,0.0363068514541,0.148919455837,0.0,0.0,10000.0,0.0,0.0,-0.0344,0.0,-0.242280070502,0.0,0.0,0,0.0,0.0,0.0,[],2009-09-23 20:00:00+00:00,2009-09,2009-09-23 13:31:00+00:00,0.0,,10000.0,[],0.0,,0,0,0,,10000.0,0.0,0.0,16,[],0.0344
2009-09-24 20:00:00+00:00,,0.0,0.0,0.0,0.0248877610773,0.153002838846,0.0,0.0,10000.0,0.0,0.0,-0.034,0.0,-0.1546921979,0.0,0.0,0,0.0,0.0,0.0,[],2009-09-24 20:00:00+00:00,2009-09,2009-09-24 13:31:00+00:00,0.0,,10000.0,[],0.0,,0,0,0,,10000.0,0.0,0.0,17,[],0.034
2009-09-25 20:00:00+00:00,,0.0,0.0,0.0,0.0194222135466,0.150614459259,0.0,0.0,10000.0,0.0,0.0,-0.0334,0.0,-0.11718879756,0.0,0.0,0,0.0,0.0,0.0,[],2009-09-25 20:00:00+00:00,2009-09,2009-09-25 13:31:00+00:00,0.0,,10000.0,[],0.0,,0,0,0,,10000.0,0.0,0.0,18,[],0.0334
2009-09-28 20:00:00+00:00,,0.0,0.0,0.0,0.0376732383368,0.158631749515,0.0,0.0,10000.0,0.0,0.0,-0.0331,0.0,-0.199705165932,0.0,0.0,0,0.0,0.0,0.0,[],2009-09-28 20:00:00+00:00,2009-09,2009-09-28 13:31:00+00:00,0.0,,10000.0,[],0.0,,0,0,0,,10000.0,0.0,0.0,19,[],0.0331
2009-09-29 20:00:00+00:00,,0.0,0.0,0.0,0.0345500683192,0.155419725144,0.0,0.0,10000.0,0.0,0.0,-0.0331,0.0,-0.178269911395,0.0,0.0,0,0.0,0.0,0.0,[],2009-09-29 20:00:00+00:00,2009-09,2009-09-29 13:31:00+00:00,0.0,,10000.0,[],0.0,,0,0,0,,10000.0,0.0,0.0,20,[],0.0331
2009-09-30 20:00:00+00:00,,0.0,0.0,0.0,0.0305485067342,0.15272731706,0.0,0.0,10000.0,0.0,0.0,-0.0331,0.0,-0.153629489329,0.0,0.0,0,0.0,0.0,0.0,[],2009-09-30 20:00:00+00:00,2009-09,2009-09-30 13:31:00+00:00,0.0,,10000.0,[],0.0,,0,0,0,,10000.0,0.0,0.0,21,[],0.0331
2009-10-01 20:00:00+00:00,,0.0,0.0,0.0,0.00527034940454,0.173096125892,0.0,0.0,10000.0,0.0,0.0,-0.0321,0.0,-0.0271390410714,0.0,0.0,0,0.0,0.0,0.0,[],2009-10-01 20:00:00+00:00,2009-10,2009-10-01 13:31:00+00:00,0.0,,10000.0,[],0.0,,0,0,0,,10000.0,0.0,0.0,22,[],0.0321
2009-10-02 20:00:00+00:00,,0.0,0.0,0.0,0.000292797189042,0.170005986441,0.0,0.0,10000.0,0.0,0.0,-0.0324,0.0,-0.00632884388146,0.0,0.0,0,0.0,0.0,0.0,[],2009-10-02 20:00:00+00:00,2009-10,2009-10-02 13:31:00+00:00,0.0,,10000.0,[],0.0,,0,0,0,,10000.0,0.0,0.0,23,[],0.0324
2009-10-05 20:00:00+00:00,,0.0,0.0,0.0,0.0152254538355,0.173101673712,0.0,0.0,10000.0,0.0,0.0,-0.0324,0.0,-0.0629990633856,0.0,0.0,0,0.0,0.0,0.0,[],2009-10-05 20:00:00+00:00,2009-10,2009-10-05 13:31:00+00:00,0.0,,10000.0,[],0.0,,0,0,0,,10000.0,0.0,0.0,24,[],0.0324
2009-10-06 20:00:00+00:00,,0.0,0.0,0.0,0.0297677142298,0.174900807258,0.0,0.0,10000.0,0.0,0.0,-0.0327,0.0,-0.111861110676,0.0,0.0,0,0.0,0.0,0.0,[],2009-10-06 20:00:00+00:00,2009-10,2009-10-06 13:31:00+00:00,0.0,,10000.0,[],0.0,,0,0,0,,10000.0,0.0,0.0,25,[],0.0327
2009-10-07 20:00:00+00:00,,0.0,0.0,0.0,0.0325980870582,0.171432082908,0.0,0.0,10000.0,0.0,0.0,-0.0321,0.0,-0.119524103423,0.0,0.0,0,0.0,0.0,0.0,[],2009-10-07 20:00:00+00:00,2009-10,2009-10-07 13:31:00+00:00,0.0,,10000.0,[],0.0,,0,0,0,,10000.0,0.0,0.0,26,[],0.0321
2009-10-08 20:00:00+00:00,,0.0,0.0,0.0,0.0405036111652,0.169223994706,0.0,0.0,10000.0,0.0,0.0,-0.0327,0.0,-0.14319863759,0.0,0.0,0,0.0,0.0,0.0,[],2009-10-08 20:00:00+00:00,2009-10,2009-10-08 13:31:00+00:00,0.0,,10000.0,[],0.0,,0,0,0,,10000.0,0.0,0.0,27,[],0.0327
2009-10-09 20:00:00+00:00,,0.0,0.0,0.0,0.0468475502633,0.166625756936,0.0,0.0,10000.0,0.0,0.0,-0.034,0.0,-0.160982684935,0.0,0.0,0,0.0,0.0,0.0,[],2009-10-09 20:00:00+00:00,2009-10,2009-10-09 13:31:00+00:00,0.0,,10000.0,[],0.0,,0,0,0,,10000.0,0.0,0.0,28,[],0.034
2009-10-12 20:00:00+00:00,,0.0,0.0,0.0,0.0509467109114,0.163754765588,0.0,0.0,10000.0,0.0,0.0,-0.034,0.0,-0.171246027065,0.0,0.0,0,0.0,0.0,0.0,[],2009-10-12 20:00:00+00:00,2009-10,2009-10-12 13:31:00+00:00,0.0,,10000.0,[],0.0,,0,0,0,,10000.0,0.0,0.0,29,[],0.034
2009-10-13 20:00:00+00:00,,0.0,0.0,0.0,0.0487995315243,0.161285014085,0.0,0.0,10000.0,0.0,0.0,-0.0334,0.0,-0.161369648132,0.0,0.0,0,0.0,0.0,0.0,[],2009-10-13 20:00:00+00:00,2009-10,2009-10-13 13:31:00+00:00,0.0,,10000.0,[],0.0,,0,0,0,,10000.0,0.0,0.0,30,[],0.0334
2009-10-14 20:00:00+00:00,,0.0,0.0,0.0,0.0668553581884,0.16467546342,0.0,0.0,10000.0,0.0,0.0,-0.0345,0.0,-0.206483563928,0.0,0.0,0,0.0,0.0,0.0,[],2009-10-14 20:00:00+00:00,2009-10,2009-10-14 13:31:00+00:00,0.0,,10000.0,[],0.0,,0,0,0,,10000.0,0.0,0.0,31,[],0.0345
2009-10-15 20:00:00+00:00,,0.0,0.0,0.0,0.0707593207104,0.162053585775,0.0,0.0,10000.0,0.0,0.0,-0.0349,0.0,-0.214469170345,0.0,0.0,0,0.0,0.0,0.0,[],2009-10-15 20:00:00+00:00,2009-10,2009-10-15 13:31:00+00:00,0.0,,10000.0,[],0.0,,0,0,0,,10000.0,0.0,0.0,32,[],0.0349
2009-10-16 20:00:00+00:00,,0.0,0.0,0.0,0.0627561975404,0.1617214461,0.0,0.0,10000.0,0.0,0.0,-0.0343,0.0,-0.186164828438,0.0,0.0,0,0.0,0.0,0.0,[],2009-10-16 20:00:00+00:00,2009-10,2009-10-16 13:31:00+00:00,0.0,,10000.0,[],0.0,,0,0,0,,10000.0,0.0,0.0,33,[],0.0343
2009-10-19 20:00:00+00:00,,0.0,0.0,0.0,0.0715401132148,0.160193341596,0.0,0.0,10000.0,0.0,0.0,-0.0341,0.0,-0.206502711929,0.0,0.0,0,0.0,0.0,0.0,[],2009-10-19 20:00:00+00:00,2009-10,2009-10-19 13:31:00+00:00,0.0,,10000.0,[],0.0,,0,0,0,,10000.0,0.0,0.0,34,[],0.0341
2009-10-20 20:00:00+00:00,,0.0,0.0,0.0,0.0658793675579,0.159053054301,0.0,0.0,10000.0,0.0,0.0,-0.0335,0.0,-0.186976275808,0.0,0.0,0,0.0,0.0,0.0,[],2009-10-20 20:00:00+00:00,2009-10,2009-10-20 13:31:00+00:00,0.0,,10000.0,[],0.0,,0,0,0,,10000.0,0.0,0.0,35,[],0.0335
2009-10-21 20:00:00+00:00,,0.0,0.0,0.0,0.0563146593791,0.159369597239,0.0,0.0,10000.0,0.0,0.0,-0.0342,0.0,-0.156592617197,0.0,0.0,0,0.0,0.0,0.0,[],2009-10-21 20:00:00+00:00,2009-10,2009-10-21 13:31:00+00:00,0.0,,10000.0,[],0.0,,0,0,0,,10000.0,0.0,0.0,36,[],0.0342
2009-10-22 20:00:00+00:00,,0.0,0.0,0.0,0.0670505563145,0.158732091531,0.0,0.0,10000.0,0.0,0.0,-0.0344,0.0,-0.180443575851,0.0,0.0,0,0.0,0.0,0.0,[],2009-10-22 20:00:00+00:00,2009-10,2009-10-22 13:31:00+00:00,0.0,,10000.0,[],0.0,,0,0,0,,10000.0,0.0,0.0,37,[],0.0344
2009-10-23 20:00:00+00:00,,0.0,0.0,0.0,0.0548506734335,0.160240379732,0.0,0.0,10000.0,0.0,0.0,-0.0351,0.0,-0.144234501488,0.0,0.0,0,0.0,0.0,0.0,[],2009-10-23 20:00:00+00:00,2009-10,2009-10-23 13:31:00+00:00,0.0,,10000.0,[],0.0,,0,0,0,,10000.0,0.0,0.0,38,[],0.0351
2009-10-26 20:00:00+00:00,,0.0,0.0,0.0,0.0434315830567,0.161170272341,0.0,0.0,10000.0,0.0,0.0,-0.0359,0.0,-0.112385796461,0.0,0.0,0,0.0,0.0,0.0,[],2009-10-26 20:00:00+00:00,2009-10,2009-10-26 13:31:00+00:00,0.0,,10000.0,[],0.0,,0,0,0,,10000.0,0.0,0.0,39,[],0.0359
2009-10-27 20:00:00+00:00,,0.0,0.0,0.0,0.0386492289673,0.159738056202,0.0,0.0,10000.0,0.0,0.0,-0.0349,0.0,-0.0991716063461,0.0,0.0,0,0.0,0.0,0.0,[],2009-10-27 20:00:00+00:00,2009-10,2009-10-27 13:31:00+00:00,0.0,,10000.0,[],0.0,,0,0,0,,10000.0,0.0,0.0,40,[],0.0349
2009-10-28 20:00:00+00:00,,0.0,0.0,0.0,0.0190318172945,0.165253653079,0.0,0.0,10000.0,0.0,0.0,-0.0344,0.0,-0.0492709780798,0.0,0.0,0,0.0,0.0,0.0,[],2009-10-28 20:00:00+00:00,2009-10,2009-10-28 13:31:00+00:00,0.0,,10000.0,[],0.0,,0,0,0,,10000.0,0.0,0.0,41,[],0.0344
2009-10-29 20:00:00+00:00,,0.0,0.0,0.0,0.0408940074175,0.17109602082,0.0,0.0,10000.0,0.0,0.0,-0.0353,0.0,-0.0938487802157,0.0,0.0,0,0.0,0.0,0.0,[],2009-10-29 20:00:00+00:00,2009-10,2009-10-29 13:31:00+00:00,0.0,,10000.0,[],0.0,,0,0,0,,10000.0,0.0,0.0,42,[],0.0353
2009-10-30 20:00:00+00:00,,0.0,0.0,0.0,0.0107358969354,0.183972609538,0.0,0.0,10000.0,0.0,0.0,-0.0341,0.0,-0.0271101914978,0.0,0.0,0,0.0,0.0,0.0,[],2009-10-30 20:00:00+00:00,2009-10,2009-10-30 13:31:00+00:00,0.0,,10000.0,[],0.0,,0,0,0,,10000.0,0.0,0.0,43,[],0.0341
2009-11-02 21:00:00+00:00,,0.0,0.0,0.0,0.0181534257271,0.182596318043,0.0,0.0,10000.0,0.0,0.0,-0.0345,0.0,-0.0411940502951,0.0,0.0,0,0.0,0.0,0.0,[],2009-11-02 21:00:00+00:00,2009-11,2009-11-02 14:31:00+00:00,0.0,,10000.0,[],0.0,,0,0,0,,10000.0,0.0,0.0,44,[],0.0345
2009-11-03 21:00:00+00:00,,0.0,0.0,0.0,0.0213741948077,0.180621602549,0.0,0.0,10000.0,0.0,0.0,-0.035,0.0,-0.0468972236645,0.0,0.0,0,0.0,0.0,0.0,[],2009-11-03 21:00:00+00:00,2009-11,2009-11-03 14:31:00+00:00,0.0,,10000.0,[],0.0,,0,0,0,,10000.0,0.0,0.0,45,[],0.035
2009-11-04 21:00:00+00:00,,0.0,0.0,0.0,0.02400936951,0.178667635923,0.0,0.0,10000.0,0.0,0.0,-0.0357,0.0,-0.0513627986926,0.0,0.0,0,0.0,0.0,0.0,[],2009-11-04 21:00:00+00:00,2009-11,2009-11-04 14:31:00+00:00,0.0,,10000.0,[],0.0,,0,0,0,,10000.0,0.0,0.0,46,[],0.0357
2009-11-05 21:00:00+00:00,,0.0,0.0,0.0,0.0428459886785,0.181466773728,0.0,0.0,10000.0,0.0,0.0,-0.0357,0.0,-0.0837322347483,0.0,0.0,0,0.0,0.0,0.0,[],2009-11-05 21:00:00+00:00,2009-11,2009-11-05 14:31:00+00:00,0.0,,10000.0,[],0.0,,0,0,0,,10000.0,0.0,0.0,47,[],0.0357
2009-11-06 21:00:00+00:00,,0.0,0.0,0.0,0.0455787624439,0.179566345791,0.0,0.0,10000.0,0.0,0.0,-0.0354,0.0,-0.0876818619536,0.0,0.0,0,0.0,0.0,0.0,[],2009-11-06 21:00:00+00:00,2009-11,2009-11-06 14:31:00+00:00,0.0,,10000.0,[],0.0,,0,0,0,,10000.0,0.0,0.0,48,[],0.0354
2009-11-09 21:00:00+00:00,,0.0,0.0,0.0,0.0693929338279,0.184425813091,0.0,0.0,10000.0,0.0,0.0,-0.0352,0.0,-0.123638564909,0.0,0.0,0,0.0,0.0,0.0,[],2009-11-09 21:00:00+00:00,2009-11,2009-11-09 14:31:00+00:00,0.0,,10000.0,[],0.0,,0,0,0,,10000.0,0.0,0.0,49,[],0.0352
2009-11-10 21:00:00+00:00,,0.0,0.0,0.0,0.069588131954,0.182555920011,0.0,0.0,10000.0,0.0,0.0,-0.035,0.0,-0.122724324838,0.0,0.0,0,0.0,0.0,0.0,[],2009-11-10 21:00:00+00:00,2009-11,2009-11-10 14:31:00+00:00,0.0,,10000.0,[],0.0,,0,0,0,,10000.0,0.0,0.0,50,[],0.035
2009-11-11 21:00:00+00:00,,0.0,0.0,0.0,0.0750536794847,0.180908057784,0.0,0.0,10000.0,0.0,0.0,-0.035,0.0,-0.130205954876,0.0,0.0,0,0.0,0.0,0.0,[],2009-11-11 21:00:00+00:00,2009-11,2009-11-11 14:31:00+00:00,0.0,,10000.0,[],0.0,,0,0,0,,10000.0,0.0,0.0,51,[],0.035
2009-11-12 21:00:00+00:00,,0.0,0.0,0.0,0.0641225844233,0.18095286783,0.0,0.0,10000.0,0.0,0.0,-0.0345,0.0,-0.110516387789,0.0,0.0,0,0.0,0.0,0.0,[],2009-11-12 21:00:00+00:00,2009-11,2009-11-12 14:31:00+00:00,0.0,,10000.0,[],0.0,,0,0,0,,10000.0,0.0,0.0,52,[],0.0345
2009-11-13 21:00:00+00:00,,0.0,0.0,0.0,0.0698809291432,0.179432995313,0.0,0.0,10000.0,0.0,0.0,-0.0343,0.0,-0.118382548844,0.0,0.0,0,0.0,0.0,0.0,[],2009-11-13 21:00:00+00:00,2009-11,2009-11-13 14:31:00+00:00,0.0,,10000.0,[],0.0,,0,0,0,,10000.0,0.0,0.0,53,[],0.0343
2009-11-16 21:00:00+00:00,,0.0,0.0,0.0,0.085399180168,0.179993689843,0.0,0.0,10000.0,0.0,0.0,-0.0333,0.0,-0.139517873691,0.0,0.0,0,0.0,0.0,0.0,[],2009-11-16 21:00:00+00:00,2009-11,2009-11-16 14:31:00+00:00,0.0,,10000.0,[],0.0,,0,0,0,,10000.0,0.0,0.0,54,[],0.0333
2009-11-17 21:00:00+00:00,,0.0,0.0,0.0,0.0866679679876,0.178321484541,0.0,0.0,10000.0,0.0,0.0,-0.0333,0.0,-0.140157776286,0.0,0.0,0,0.0,0.0,0.0,[],2009-11-17 21:00:00+00:00,2009-11,2009-11-17 14:31:00+00:00,0.0,,10000.0,[],0.0,,0,0,0,,10000.0,0.0,0.0,55,[],0.0333
2009-11-18 21:00:00+00:00,,0.0,0.0,0.0,0.0859847745463,0.176754740466,0.0,0.0,10000.0,0.0,0.0,-0.0336,0.0,-0.137866828775,0.0,0.0,0,0.0,0.0,0.0,[],2009-11-18 21:00:00+00:00,2009-11,2009-11-18 14:31:00+00:00,0.0,,10000.0,[],0.0,,0,0,0,,10000.0,0.0,0.0,56,[],0.0336
2009-11-19 21:00:00+00:00,,0.0,0.0,0.0,0.0718329104042,0.177826898337,0.0,0.0,10000.0,0.0,0.0,-0.0335,0.0,-0.114222646663,0.0,0.0,0,0.0,0.0,0.0,[],2009-11-19 21:00:00+00:00,2009-11,2009-11-19 14:31:00+00:00,0.0,,10000.0,[],0.0,,0,0,0,,10000.0,0.0,0.0,57,[],0.0335
2009-11-20 21:00:00+00:00,,0.0,0.0,0.0,0.0680265469453,0.176547500801,0.0,0.0,10000.0,0.0,0.0,-0.0336,0.0,-0.107561300171,0.0,0.0,0,0.0,0.0,0.0,[],2009-11-20 21:00:00+00:00,2009-11,2009-11-20 14:31:00+00:00,0.0,,10000.0,[],0.0,,0,0,0,,10000.0,0.0,0.0,58,[],0.0336
2009-11-23 21:00:00+00:00,,0.0,0.0,0.0,0.0815928167091,0.176626928552,0.0,0.0,10000.0,0.0,0.0,-0.0337,0.0,-0.125040177443,0.0,0.0,0,0.0,0.0,0.0,[],2009-11-23 21:00:00+00:00,2009-11,2009-11-23 14:31:00+00:00,0.0,,10000.0,[],0.0,,0,0,0,,10000.0,0.0,0.0,59,[],0.0337
2009-11-24 21:00:00+00:00,,0.0,0.0,0.0,0.0832520007809,0.175123937724,0.0,0.0,10000.0,0.0,0.0,-0.0332,0.0,-0.126329016158,0.0,0.0,0,0.0,0.0,0.0,[],2009-11-24 21:00:00+00:00,2009-11,2009-11-24 14:31:00+00:00,0.0,,10000.0,[],0.0,,0,0,0,,10000.0,0.0,0.0,60,[],0.0332
2009-11-25 21:00:00+00:00,,0.0,0.0,0.0,0.0870583642398,0.17371189987,0.0,0.0,10000.0,0.0,0.0,-0.0328,0.0,-0.130532164595,0.0,0.0,0,0.0,0.0,0.0,[],2009-11-25 21:00:00+00:00,2009-11,2009-11-25 14:31:00+00:00,0.0,,10000.0,[],0.0,,0,0,0,,10000.0,0.0,0.0,61,[],0.0328
2009-11-27 18:00:00+00:00,,0.0,0.0,0.0,0.069392933828,0.175930384327,0.0,0.0,10000.0,0.0,0.0,-0.0321,0.0,-0.103156910682,0.0,0.0,0,0.0,0.0,0.0,[],2009-11-27 18:00:00+00:00,2009-11,2009-11-27 14:31:00+00:00,0.0,,10000.0,[],0.0,,0,0,0,,10000.0,0.0,0.0,62,[],0.0321
2009-11-30 21:00:00+00:00,,0.0,0.0,0.0,0.0730040991608,0.174562991875,0.0,0.0,10000.0,0.0,0.0,-0.0321,0.0,-0.107189085275,0.0,0.0,0,0.0,0.0,0.0,[],2009-11-30 21:00:00+00:00,2009-11,2009-11-30 14:31:00+00:00,0.0,,10000.0,[],0.0,,0,0,0,,10000.0,0.0,0.0,63,[],0.0321
2009-12-01 21:00:00+00:00,,0.0,0.0,0.0,0.0862775717355,0.174590202458,0.0,0.0,10000.0,0.0,0.0,-0.0328,0.0,-0.123072336309,0.0,0.0,0,0.0,0.0,0.0,[],2009-12-01 21:00:00+00:00,2009-12,2009-12-01 14:31:00+00:00,0.0,,10000.0,[],0.0,,0,0,0,,10000.0,0.0,0.0,64,[],0.0328
2009-12-02 21:00:00+00:00,,0.0,0.0,0.0,0.0857895764202,0.173257213486,0.0,0.0,10000.0,0.0,0.0,-0.0332,0.0,-0.121477986894,0.0,0.0,0,0.0,0.0,0.0,[],2009-12-02 21:00:00+00:00,2009-12,2009-12-02 14:31:00+00:00,0.0,,10000.0,[],0.0,,0,0,0,,10000.0,0.0,0.0,65,[],0.0332
2009-12-03 21:00:00+00:00,,0.0,0.0,0.0,0.077298457935,0.172845705691,0.0,0.0,10000.0,0.0,0.0,-0.0339,0.0,-0.109040035053,0.0,0.0,0,0.0,0.0,0.0,[],2009-12-03 21:00:00+00:00,2009-12,2009-12-03 14:31:00+00:00,0.0,,10000.0,[],0.0,,0,0,0,,10000.0,0.0,0.0,66,[],0.0339
2009-12-04 21:00:00+00:00,,0.0,0.0,0.0,0.083447198907,0.171755144581,0.0,0.0,10000.0,0.0,0.0,-0.0348,0.0,-0.115968053595,0.0,0.0,0,0.0,0.0,0.0,[],2009-12-04 21:00:00+00:00,2009-12,2009-12-04 14:31:00+00:00,0.0,,10000.0,[],0.0,,0,0,0,,10000.0,0.0,0.0,67,[],0.0348
2009-12-07 21:00:00+00:00,,0.0,0.0,0.0,0.0817880148352,0.17055292561,0.0,0.0,10000.0,0.0,0.0,-0.0344,0.0,-0.112971938827,0.0,0.0,0,0.0,0.0,0.0,[],2009-12-07 21:00:00+00:00,2009-12,2009-12-07 14:31:00+00:00,0.0,,10000.0,[],0.0,,0,0,0,,10000.0,0.0,0.0,68,[],0.0344
2009-12-08 21:00:00+00:00,,0.0,0.0,0.0,0.0697833300801,0.17092115701,0.0,0.0,10000.0,0.0,0.0,-0.034,0.0,-0.0961577861235,0.0,0.0,0,0.0,0.0,0.0,[],2009-12-08 21:00:00+00:00,2009-12,2009-12-08 14:31:00+00:00,0.0,,10000.0,[],0.0,,0,0,0,,10000.0,0.0,0.0,69,[],0.034
2009-12-09 21:00:00+00:00,,0.0,0.0,0.0,0.0737848916651,0.16975569275,0.0,0.0,10000.0,0.0,0.0,-0.0345,0.0,-0.100431872844,0.0,0.0,0,0.0,0.0,0.0,[],2009-12-09 21:00:00+00:00,2009-12,2009-12-09 14:31:00+00:00,0.0,,10000.0,[],0.0,,0,0,0,,10000.0,0.0,0.0,70,[],0.0345
